   0 	 25293.000000 	 22759.302431 	 20765.000000 	 1605841821 
    1 	 22543.000000 	 21767.235569 	 19457.000000 	 1605841821 
    2 	 22095.000000 	 21470.924180 	 19457.000000 	 1605841821 
    3 	 21591.000000 	 20964.906716 	 19457.000000 	 1605841821 
    4 	 21081.000000 	 20580.634547 	 19457.000000 	 1605841821 
    5 	 20765.000000 	 20279.366883 	 19457.000000 	 1605841821 
    6 	 20336.000000 	 19818.963869 	 18611.000000 	 1605841821 
    7 	 20071.000000 	 19686.893444 	 18611.000000 	 1605841821 
    8 	 19905.000000 	 19422.432411 	 18261.000000 	 1605841821 
    9 	 19730.000000 	 19181.733374 	 18261.000000 	 1605841821 
   10 	 19508.000000 	 19016.097864 	 18261.000000 	 1605841821 
   11 	 19160.000000 	 18853.753239 	 18261.000000 	 1605841821 
   12 	 19032.000000 	 18699.408298 	 18261.000000 	 1605841821 
   13 	 18887.000000 	 18551.209388 	 17471.000000 	 1605841821 
   14 	 18858.000000 	 18506.714996 	 17471.000000 	 1605841821 
   15 	 18664.000000 	 18422.270744 	 17471.000000 	 1605841821 
   16 	 18618.000000 	 18342.502802 	 17471.000000 	 1605841821 
   17 	 18518.000000 	 18256.346033 	 17471.000000 	 1605841821 
   18 	 18357.000000 	 18107.616719 	 17471.000000 	 1605841821 
   19 	 18263.000000 	 17880.855266 	 17168.000000 	 1605841821 
   20 	 18192.000000 	 17742.026335 	 17168.000000 	 1605841821 
   21 	 17985.000000 	 17645.708965 	 16876.000000 	 1605841821 
   22 	 17836.000000 	 17474.789765 	 16876.000000 	 1605841821 
   23 	 17750.000000 	 17378.218628 	 16734.000000 	 1605841821 
   24 	 17659.000000 	 17296.209182 	 16271.000000 	 1605841821 
   25 	 17493.000000 	 17197.523300 	 16271.000000 	 1605841821 
   26 	 17404.000000 	 17127.373517 	 16271.000000 	 1605841821 
   27 	 17332.000000 	 17082.724389 	 16271.000000 	 1605841821 
   28 	 17304.000000 	 17061.302189 	 16271.000000 	 1605841821 
   29 	 17243.000000 	 16986.107778 	 16271.000000 	 1605841821 
   30 	 17168.000000 	 16913.580069 	 16271.000000 	 1605841821 
   31 	 17114.000000 	 16833.439897 	 16271.000000 	 1605841821 
   32 	 16981.000000 	 16790.727492 	 16271.000000 	 1605841821 
   33 	 16973.000000 	 16753.697864 	 16271.000000 	 1605841821 
   34 	 16961.000000 	 16671.757857 	 15763.000000 	 1605841821 
   35 	 16836.000000 	 16527.471646 	 15408.000000 	 1605841821 
   36 	 16784.000000 	 16384.441255 	 15408.000000 	 1605841821 
   37 	 16643.000000 	 16198.785433 	 15189.000000 	 1605841821 
   38 	 16606.000000 	 16165.276506 	 15189.000000 	 1605841821 
   39 	 16510.000000 	 16030.652561 	 15189.000000 	 1605841821 
   40 	 16341.000000 	 15925.879323 	 15189.000000 	 1605841821 
   41 	 16214.000000 	 15831.447978 	 15189.000000 	 1605841821 
   42 	 16159.000000 	 15821.673626 	 15189.000000 	 1605841821 
   43 	 16003.000000 	 15712.369272 	 15189.000000 	 1605841821 
   44 	 15927.000000 	 15658.615349 	 15189.000000 	 1605841821 
   45 	 15927.000000 	 15638.082256 	 15189.000000 	 1605841821 
   46 	 15806.000000 	 15544.070640 	 15189.000000 	 1605841821 
   47 	 15755.000000 	 15523.837558 	 15189.000000 	 1605841821 
   48 	 15707.000000 	 15477.265900 	 15189.000000 	 1605841821 
   49 	 15620.000000 	 15427.354868 	 15189.000000 	 1605841821 
   50 	 15433.000000 	 15359.546238 	 15108.000000 	 1605841821 
   51 	 15408.000000 	 15344.993952 	 15108.000000 	 1605841821 
   52 	 15408.000000 	 15342.636097 	 15108.000000 	 1605841821 
   53 	 15408.000000 	 15313.200523 	 15108.000000 	 1605841821 
   54 	 15337.000000 	 15281.007268 	 15108.000000 	 1605841821 
   55 	 15337.000000 	 15269.332144 	 15108.000000 	 1605841821 
   56 	 15337.000000 	 15245.494499 	 15039.000000 	 1605841821 
   57 	 15335.000000 	 15208.553523 	 15039.000000 	 1605841821 
   58 	 15247.000000 	 15184.430265 	 15039.000000 	 1605841821 
   59 	 15200.000000 	 15175.631500 	 15039.000000 	 1605841821 
 